mr_id,input_id,subtask,source_text,source_label,followup_text,expected_output_relation,variant,skip_reason
CHR-GEN-018,imdb-18085,SA,"Treading Water is a very beautiful movie. I would put it straight under the wonderful short movie : Cosa bella from Fiona MacKenzie. It's not only about coming out but also about tolerance and acceptance in general. I am looking forward to seeing more of Laurel Himmel's work in the future. The actors, Angie Redman and Nina Landey are quite good. The main characters relationship could have been strenghtened a bit as we understand there is a very strong bond between them but maybe this could have been explained a bit. I am surprised that Angie Redman doesn't appear much in other movies. A great first step as a director for Laurel Himmel, I am sure there's more to see from her skills.",1,"TREADING WATER IS A VERY BEAUTIFUL MOVIE. I WOULD PUT IT STRAIGHT UNDER THE WONDERFUL SHORT MOVIE : COSA BELLA FROM FIONA MACKENZIE. IT'S NOT ONLY ABOUT COMING OUT BUT ALSO ABOUT TOLERANCE AND ACCEPTANCE IN GENERAL. I AM LOOKING FORWARD TO SEEING MORE OF LAUREL HIMMEL'S WORK IN THE FUTURE. THE ACTORS, ANGIE REDMAN AND NINA LANDEY ARE QUITE GOOD. THE MAIN CHARACTERS RELATIONSHIP COULD HAVE BEEN STRENGHTENED A BIT AS WE UNDERSTAND THERE IS A VERY STRONG BOND BETWEEN THEM BUT MAYBE THIS COULD HAVE BEEN EXPLAINED A BIT. I AM SURPRISED THAT ANGIE REDMAN DOESN'T APPEAR MUCH IN OTHER MOVIES. A GREAT FIRST STEP AS A DIRECTOR FOR LAUREL HIMMEL, I AM SURE THERE'S MORE TO SEE FROM HER SKILLS.",label_unchanged,uppercase,
CHR-GEN-018,imdb-18085,SA,"Treading Water is a very beautiful movie. I would put it straight under the wonderful short movie : Cosa bella from Fiona MacKenzie. It's not only about coming out but also about tolerance and acceptance in general. I am looking forward to seeing more of Laurel Himmel's work in the future. The actors, Angie Redman and Nina Landey are quite good. The main characters relationship could have been strenghtened a bit as we understand there is a very strong bond between them but maybe this could have been explained a bit. I am surprised that Angie Redman doesn't appear much in other movies. A great first step as a director for Laurel Himmel, I am sure there's more to see from her skills.",1,"treading water is a very beautiful movie. i would put it straight under the wonderful short movie : cosa bella from fiona mackenzie. it's not only about coming out but also about tolerance and acceptance in general. i am looking forward to seeing more of laurel himmel's work in the future. the actors, angie redman and nina landey are quite good. the main characters relationship could have been strenghtened a bit as we understand there is a very strong bond between them but maybe this could have been explained a bit. i am surprised that angie redman doesn't appear much in other movies. a great first step as a director for laurel himmel, i am sure there's more to see from her skills.",label_unchanged,lowercase,
CHR-GEN-018,imdb-19313,SA,"So the Koreans are now knocking off American horror flicks. But they are doing so with style. DOLL MASTER is a close copy of PUPPETMASTER and DOLLS, and even has a little CHILD'S PLAY going for it. Several young adults are invited to attend a special event at a gallery filled with dolls, only to find they are targets of a vengeful spirit. The dolls come to life and do some pretty nasty things to the kids. The gore level is reasonably high, the photography and set design and production values are first rate, the acting isn't all that bad, and the scares are definitely there. DOLL MASTER may not be in the same league with A TALE OF TWO SISTERS or even DEAD FRIEND, but it's close. Give it a watch. You won't be disappointed.",1,"SO THE KOREANS ARE NOW KNOCKING OFF AMERICAN HORROR FLICKS. BUT THEY ARE DOING SO WITH STYLE. DOLL MASTER IS A CLOSE COPY OF PUPPETMASTER AND DOLLS, AND EVEN HAS A LITTLE CHILD'S PLAY GOING FOR IT. SEVERAL YOUNG ADULTS ARE INVITED TO ATTEND A SPECIAL EVENT AT A GALLERY FILLED WITH DOLLS, ONLY TO FIND THEY ARE TARGETS OF A VENGEFUL SPIRIT. THE DOLLS COME TO LIFE AND DO SOME PRETTY NASTY THINGS TO THE KIDS. THE GORE LEVEL IS REASONABLY HIGH, THE PHOTOGRAPHY AND SET DESIGN AND PRODUCTION VALUES ARE FIRST RATE, THE ACTING ISN'T ALL THAT BAD, AND THE SCARES ARE DEFINITELY THERE. DOLL MASTER MAY NOT BE IN THE SAME LEAGUE WITH A TALE OF TWO SISTERS OR EVEN DEAD FRIEND, BUT IT'S CLOSE. GIVE IT A WATCH. YOU WON'T BE DISAPPOINTED.",label_unchanged,uppercase,
CHR-GEN-018,imdb-19313,SA,"So the Koreans are now knocking off American horror flicks. But they are doing so with style. DOLL MASTER is a close copy of PUPPETMASTER and DOLLS, and even has a little CHILD'S PLAY going for it. Several young adults are invited to attend a special event at a gallery filled with dolls, only to find they are targets of a vengeful spirit. The dolls come to life and do some pretty nasty things to the kids. The gore level is reasonably high, the photography and set design and production values are first rate, the acting isn't all that bad, and the scares are definitely there. DOLL MASTER may not be in the same league with A TALE OF TWO SISTERS or even DEAD FRIEND, but it's close. Give it a watch. You won't be disappointed.",1,"so the koreans are now knocking off american horror flicks. but they are doing so with style. doll master is a close copy of puppetmaster and dolls, and even has a little child's play going for it. several young adults are invited to attend a special event at a gallery filled with dolls, only to find they are targets of a vengeful spirit. the dolls come to life and do some pretty nasty things to the kids. the gore level is reasonably high, the photography and set design and production values are first rate, the acting isn't all that bad, and the scares are definitely there. doll master may not be in the same league with a tale of two sisters or even dead friend, but it's close. give it a watch. you won't be disappointed.",label_unchanged,lowercase,
CHR-GEN-018,imdb-14670,SA,"A wonderful Christmas story on the moving theme of ""Susie Homemaker finds her Inner Amazon."" No, I'm serious! Geena Davis's amnesia starts to improve when she is knocked on the head. From this familiar beginning, we move in an unexpected direction. Good pace, good action, fun story, lots of explosions and mayhem.",1,"A WONDERFUL CHRISTMAS STORY ON THE MOVING THEME OF ""SUSIE HOMEMAKER FINDS HER INNER AMAZON."" NO, I'M SERIOUS! GEENA DAVIS'S AMNESIA STARTS TO IMPROVE WHEN SHE IS KNOCKED ON THE HEAD. FROM THIS FAMILIAR BEGINNING, WE MOVE IN AN UNEXPECTED DIRECTION. GOOD PACE, GOOD ACTION, FUN STORY, LOTS OF EXPLOSIONS AND MAYHEM.",label_unchanged,uppercase,
CHR-GEN-018,imdb-14670,SA,"A wonderful Christmas story on the moving theme of ""Susie Homemaker finds her Inner Amazon."" No, I'm serious! Geena Davis's amnesia starts to improve when she is knocked on the head. From this familiar beginning, we move in an unexpected direction. Good pace, good action, fun story, lots of explosions and mayhem.",1,"a wonderful christmas story on the moving theme of ""susie homemaker finds her inner amazon."" no, i'm serious! geena davis's amnesia starts to improve when she is knocked on the head. from this familiar beginning, we move in an unexpected direction. good pace, good action, fun story, lots of explosions and mayhem.",label_unchanged,lowercase,
CHR-GEN-018,imdb-19784,SA,"The second film about the adventures of the Gaulois pair Asterix & Obelix is 10 times better than the first. The humor is great (and irreverant) and the script is well executed taken from the original 1965 comic book by Goscinny & Uderzo. I fell asleep with the first film (although i am a great fan of Asterix) and was reluctant to see this sequel, but i am glad this movie proved me wrong. Excellent comedy for everyone. Highly Recommended!",1,"THE SECOND FILM ABOUT THE ADVENTURES OF THE GAULOIS PAIR ASTERIX & OBELIX IS 10 TIMES BETTER THAN THE FIRST. THE HUMOR IS GREAT (AND IRREVERANT) AND THE SCRIPT IS WELL EXECUTED TAKEN FROM THE ORIGINAL 1965 COMIC BOOK BY GOSCINNY & UDERZO. I FELL ASLEEP WITH THE FIRST FILM (ALTHOUGH I AM A GREAT FAN OF ASTERIX) AND WAS RELUCTANT TO SEE THIS SEQUEL, BUT I AM GLAD THIS MOVIE PROVED ME WRONG. EXCELLENT COMEDY FOR EVERYONE. HIGHLY RECOMMENDED!",label_unchanged,uppercase,
CHR-GEN-018,imdb-19784,SA,"The second film about the adventures of the Gaulois pair Asterix & Obelix is 10 times better than the first. The humor is great (and irreverant) and the script is well executed taken from the original 1965 comic book by Goscinny & Uderzo. I fell asleep with the first film (although i am a great fan of Asterix) and was reluctant to see this sequel, but i am glad this movie proved me wrong. Excellent comedy for everyone. Highly Recommended!",1,"the second film about the adventures of the gaulois pair asterix & obelix is 10 times better than the first. the humor is great (and irreverant) and the script is well executed taken from the original 1965 comic book by goscinny & uderzo. i fell asleep with the first film (although i am a great fan of asterix) and was reluctant to see this sequel, but i am glad this movie proved me wrong. excellent comedy for everyone. highly recommended!",label_unchanged,lowercase,
CHR-GEN-018,imdb-21155,SA,"with what they had. John and Carolyn were very private so the writers had to put together what they could. I really liked Portia de Rossi as Carolyn, but Jacqueline Bisset's voice grated on my nerves. She should have used her regular voice. I would have preferred that the whole movie focus on John and Carolyn instead of rehashing stuff we already know about John.",1,"WITH WHAT THEY HAD. JOHN AND CAROLYN WERE VERY PRIVATE SO THE WRITERS HAD TO PUT TOGETHER WHAT THEY COULD. I REALLY LIKED PORTIA DE ROSSI AS CAROLYN, BUT JACQUELINE BISSET'S VOICE GRATED ON MY NERVES. SHE SHOULD HAVE USED HER REGULAR VOICE. I WOULD HAVE PREFERRED THAT THE WHOLE MOVIE FOCUS ON JOHN AND CAROLYN INSTEAD OF REHASHING STUFF WE ALREADY KNOW ABOUT JOHN.",label_unchanged,uppercase,
CHR-GEN-018,imdb-21155,SA,"with what they had. John and Carolyn were very private so the writers had to put together what they could. I really liked Portia de Rossi as Carolyn, but Jacqueline Bisset's voice grated on my nerves. She should have used her regular voice. I would have preferred that the whole movie focus on John and Carolyn instead of rehashing stuff we already know about John.",1,"with what they had. john and carolyn were very private so the writers had to put together what they could. i really liked portia de rossi as carolyn, but jacqueline bisset's voice grated on my nerves. she should have used her regular voice. i would have preferred that the whole movie focus on john and carolyn instead of rehashing stuff we already know about john.",label_unchanged,lowercase,
CHR-GEN-018,imdb-10470,SA,"I'm not sure if this is a comedy or not, but I found it pretty comical. Isobel is possessed by the devil. Somehow a perverted priest and the gardener are gonna' fix that. Part exorcism and part soap opera, you'll at least get some laughs. There's the paranoid jealous dad, satanic sister, Valley of the Dolls mother, and then the cowboy boyfriend; all there to help the skirt chasing priest fight the demons from dear Isobel. It sometimes felt like a Jerry Springer episode, but I actually paid to see this. Instead of the cool head-twisting, sailor cursing, and crucifix humping that Regan did in The Exorcist; you get a lot of Isobel bouncing on her bed like it's a trampoline, hiding in her closet, and jumping from a hay-loft. Yeah, it's Chuck E. Cheese gone wild. So, if you want to watch a quote unquote horror film that is worth a few laughs while you wait for the predictable ending ... this is your movie.",0,"I'M NOT SURE IF THIS IS A COMEDY OR NOT, BUT I FOUND IT PRETTY COMICAL. ISOBEL IS POSSESSED BY THE DEVIL. SOMEHOW A PERVERTED PRIEST AND THE GARDENER ARE GONNA' FIX THAT. PART EXORCISM AND PART SOAP OPERA, YOU'LL AT LEAST GET SOME LAUGHS. THERE'S THE PARANOID JEALOUS DAD, SATANIC SISTER, VALLEY OF THE DOLLS MOTHER, AND THEN THE COWBOY BOYFRIEND; ALL THERE TO HELP THE SKIRT CHASING PRIEST FIGHT THE DEMONS FROM DEAR ISOBEL. IT SOMETIMES FELT LIKE A JERRY SPRINGER EPISODE, BUT I ACTUALLY PAID TO SEE THIS. INSTEAD OF THE COOL HEAD-TWISTING, SAILOR CURSING, AND CRUCIFIX HUMPING THAT REGAN DID IN THE EXORCIST; YOU GET A LOT OF ISOBEL BOUNCING ON HER BED LIKE IT'S A TRAMPOLINE, HIDING IN HER CLOSET, AND JUMPING FROM A HAY-LOFT. YEAH, IT'S CHUCK E. CHEESE GONE WILD. SO, IF YOU WANT TO WATCH A QUOTE UNQUOTE HORROR FILM THAT IS WORTH A FEW LAUGHS WHILE YOU WAIT FOR THE PREDICTABLE ENDING ... THIS IS YOUR MOVIE.",label_unchanged,uppercase,
CHR-GEN-018,imdb-10470,SA,"I'm not sure if this is a comedy or not, but I found it pretty comical. Isobel is possessed by the devil. Somehow a perverted priest and the gardener are gonna' fix that. Part exorcism and part soap opera, you'll at least get some laughs. There's the paranoid jealous dad, satanic sister, Valley of the Dolls mother, and then the cowboy boyfriend; all there to help the skirt chasing priest fight the demons from dear Isobel. It sometimes felt like a Jerry Springer episode, but I actually paid to see this. Instead of the cool head-twisting, sailor cursing, and crucifix humping that Regan did in The Exorcist; you get a lot of Isobel bouncing on her bed like it's a trampoline, hiding in her closet, and jumping from a hay-loft. Yeah, it's Chuck E. Cheese gone wild. So, if you want to watch a quote unquote horror film that is worth a few laughs while you wait for the predictable ending ... this is your movie.",0,"i'm not sure if this is a comedy or not, but i found it pretty comical. isobel is possessed by the devil. somehow a perverted priest and the gardener are gonna' fix that. part exorcism and part soap opera, you'll at least get some laughs. there's the paranoid jealous dad, satanic sister, valley of the dolls mother, and then the cowboy boyfriend; all there to help the skirt chasing priest fight the demons from dear isobel. it sometimes felt like a jerry springer episode, but i actually paid to see this. instead of the cool head-twisting, sailor cursing, and crucifix humping that regan did in the exorcist; you get a lot of isobel bouncing on her bed like it's a trampoline, hiding in her closet, and jumping from a hay-loft. yeah, it's chuck e. cheese gone wild. so, if you want to watch a quote unquote horror film that is worth a few laughs while you wait for the predictable ending ... this is your movie.",label_unchanged,lowercase,
CHR-GEN-018,imdb-15807,SA,"it's the best movie i have ever seen!!!!!! i just love them!! i watch it every day! i have the episodes from the internet! here in Romania is being broadcast the 6 season! i'm happy that i have seen the show from the beginning and i'm glad that through the internet i can see the 7 season. until now, season 5 is my favorite one :D i love it because Logan appears and the scene where they jump is my favorite. i have liked Dean too, but Logan is best. i would like Lorelai to remain with Christopher, because he is beautiful. this show is good for all ages and is worth to be seen. i really want the DVD's but i think that here in Romania will never appear, because i think that they don't even know that they have fans here. but, no matter what, i'll be watching it. bye!!",1,"IT'S THE BEST MOVIE I HAVE EVER SEEN!!!!!! I JUST LOVE THEM!! I WATCH IT EVERY DAY! I HAVE THE EPISODES FROM THE INTERNET! HERE IN ROMANIA IS BEING BROADCAST THE 6 SEASON! I'M HAPPY THAT I HAVE SEEN THE SHOW FROM THE BEGINNING AND I'M GLAD THAT THROUGH THE INTERNET I CAN SEE THE 7 SEASON. UNTIL NOW, SEASON 5 IS MY FAVORITE ONE :D I LOVE IT BECAUSE LOGAN APPEARS AND THE SCENE WHERE THEY JUMP IS MY FAVORITE. I HAVE LIKED DEAN TOO, BUT LOGAN IS BEST. I WOULD LIKE LORELAI TO REMAIN WITH CHRISTOPHER, BECAUSE HE IS BEAUTIFUL. THIS SHOW IS GOOD FOR ALL AGES AND IS WORTH TO BE SEEN. I REALLY WANT THE DVD'S BUT I THINK THAT HERE IN ROMANIA WILL NEVER APPEAR, BECAUSE I THINK THAT THEY DON'T EVEN KNOW THAT THEY HAVE FANS HERE. BUT, NO MATTER WHAT, I'LL BE WATCHING IT. BYE!!",label_unchanged,uppercase,
CHR-GEN-018,imdb-15807,SA,"it's the best movie i have ever seen!!!!!! i just love them!! i watch it every day! i have the episodes from the internet! here in Romania is being broadcast the 6 season! i'm happy that i have seen the show from the beginning and i'm glad that through the internet i can see the 7 season. until now, season 5 is my favorite one :D i love it because Logan appears and the scene where they jump is my favorite. i have liked Dean too, but Logan is best. i would like Lorelai to remain with Christopher, because he is beautiful. this show is good for all ages and is worth to be seen. i really want the DVD's but i think that here in Romania will never appear, because i think that they don't even know that they have fans here. but, no matter what, i'll be watching it. bye!!",1,"it's the best movie i have ever seen!!!!!! i just love them!! i watch it every day! i have the episodes from the internet! here in romania is being broadcast the 6 season! i'm happy that i have seen the show from the beginning and i'm glad that through the internet i can see the 7 season. until now, season 5 is my favorite one :d i love it because logan appears and the scene where they jump is my favorite. i have liked dean too, but logan is best. i would like lorelai to remain with christopher, because he is beautiful. this show is good for all ages and is worth to be seen. i really want the dvd's but i think that here in romania will never appear, because i think that they don't even know that they have fans here. but, no matter what, i'll be watching it. bye!!",label_unchanged,lowercase,
CHR-GEN-018,imdb-7494,SA,"Nothing Carson Daly has EVER said or done on this show has EVER made me laugh, or even smile a little. I DO NOT understand how this show has survived for so many years.<br /><br />Even the ""funny"" band member is just like one of those kids in high school who thinks nobody is good enough to even look at him. Daly and that dude are just arrogant frat boys. It seems like they don't even try to be a little funny.<br /><br />AWFUL AWFUL AWFUL show.<br /><br />It makes my soul cry.<br /><br />I just cannot stress enough how AWFUL this show is. Don't watch it. But if you absolutely have to, I recommend clawing your eyes out and clogging your ears with cement beforehand.",0,"NOTHING CARSON DALY HAS EVER SAID OR DONE ON THIS SHOW HAS EVER MADE ME LAUGH, OR EVEN SMILE A LITTLE. I DO NOT UNDERSTAND HOW THIS SHOW HAS SURVIVED FOR SO MANY YEARS.<BR /><BR />EVEN THE ""FUNNY"" BAND MEMBER IS JUST LIKE ONE OF THOSE KIDS IN HIGH SCHOOL WHO THINKS NOBODY IS GOOD ENOUGH TO EVEN LOOK AT HIM. DALY AND THAT DUDE ARE JUST ARROGANT FRAT BOYS. IT SEEMS LIKE THEY DON'T EVEN TRY TO BE A LITTLE FUNNY.<BR /><BR />AWFUL AWFUL AWFUL SHOW.<BR /><BR />IT MAKES MY SOUL CRY.<BR /><BR />I JUST CANNOT STRESS ENOUGH HOW AWFUL THIS SHOW IS. DON'T WATCH IT. BUT IF YOU ABSOLUTELY HAVE TO, I RECOMMEND CLAWING YOUR EYES OUT AND CLOGGING YOUR EARS WITH CEMENT BEFOREHAND.",label_unchanged,uppercase,
