mr_id,input_id,subtask,source_text,source_label,followup_text,expected_output_relation,variant,skip_reason
CHR-GEN-005,imdb-10470,SA,"I'm not sure if this is a comedy or not, but I found it pretty comical. Isobel is possessed by the devil. Somehow a perverted priest and the gardener are gonna' fix that. Part exorcism and part soap opera, you'll at least get some laughs. There's the paranoid jealous dad, satanic sister, Valley of the Dolls mother, and then the cowboy boyfriend; all there to help the skirt chasing priest fight the demons from dear Isobel. It sometimes felt like a Jerry Springer episode, but I actually paid to see this. Instead of the cool head-twisting, sailor cursing, and crucifix humping that Regan did in The Exorcist; you get a lot of Isobel bouncing on her bed like it's a trampoline, hiding in her closet, and jumping from a hay-loft. Yeah, it's Chuck E. Cheese gone wild. So, if you want to watch a quote unquote horror film that is worth a few laughs while you wait for the predictable ending ... this is your movie.",0,"I'm not su re if this is a comedy or not, but I fo und it pre tty comical. Isobel is possessed by the devil. Somehow a perverted pr iest and the gardener are g onna' fix th at. Part exorcism and p art soap opera, y ou'll at least get some laughs. There's the para noid jealous dad, s atanic sis ter, Val ley of the Dolls mot her, and then the cowboy boyfriend; all t here to help the skirt chasing priest fight the demons from dear Isobel. It sometimes felt like a Jerry Springer episode, but I actually paid to see th is. Inste ad of the cool head-twisting, s ailor cursing, and crucifix humping that Regan did in The Exorcist; you get a lot of Isob el bouncing on her bed like it's a trampoline, h iding in her closet, and jumpi ng from a hay-loft. Yeah, it 's Chuck E. Cheese gone wild. So, if you want to wat ch a quote unquote horror fi lm t hat is wor th a few laughs while you w ait for the predictable e nding ... t his is your mo vie.",label_unchanged,,
CHR-GEN-005,imdb-15807,SA,"it's the best movie i have ever seen!!!!!! i just love them!! i watch it every day! i have the episodes from the internet! here in Romania is being broadcast the 6 season! i'm happy that i have seen the show from the beginning and i'm glad that through the internet i can see the 7 season. until now, season 5 is my favorite one :D i love it because Logan appears and the scene where they jump is my favorite. i have liked Dean too, but Logan is best. i would like Lorelai to remain with Christopher, because he is beautiful. this show is good for all ages and is worth to be seen. i really want the DVD's but i think that here in Romania will never appear, because i think that they don't even know that they have fans here. but, no matter what, i'll be watching it. bye!!",1,"it 's the best movie i ha ve ev er seen!!!!!! i just love them!! i watch it every day! i h ave the episodes f rom the int ernet! here in Romania is b eing broadcast the 6 season! i'm h appy that i have seen the show fr om the beginning and i'm g lad th at thr ough the internet i can see the 7 sea son. until now, season 5 is my favorite one :D i l ove it because Logan appears and the scene where they jump is my favorite. i ha ve liked Dean too, but Logan is best. i would like Lorelai to remain w ith Christo pher, because he is beautiful. t his show is good for all ages and is worth to be seen. i really wa nt the DVD's but i think that here in Roman ia will never appear, because i think th at they don't e ven k now that t hey have f ans here. but, no mat ter w hat, i'll be watching it. bye!!",label_unchanged,,
CHR-GEN-005,imdb-7494,SA,"Nothing Carson Daly has EVER said or done on this show has EVER made me laugh, or even smile a little. I DO NOT understand how this show has survived for so many years.<br /><br />Even the ""funny"" band member is just like one of those kids in high school who thinks nobody is good enough to even look at him. Daly and that dude are just arrogant frat boys. It seems like they don't even try to be a little funny.<br /><br />AWFUL AWFUL AWFUL show.<br /><br />It makes my soul cry.<br /><br />I just cannot stress enough how AWFUL this show is. Don't watch it. But if you absolutely have to, I recommend clawing your eyes out and clogging your ears with cement beforehand.",0,"Nothing Carson Daly has E VER s aid or done on this show has EVER made me laugh, or ev en smile a lit tle. I DO NOT under stand how this show has su rvived for so many years.<br /><br />Even the ""funny"" band member is j ust like one of th ose k ids in h igh school who thin ks nobody is good enough to e ven look at him. Da ly and that dude are just arrogant frat boys. It seems like they don't even try to be a little funny.<br /> <br />AWFUL AWF UL AW FUL show.<br /><br />It makes my soul cry.<br /><br />I just cannot s tress enough how AWFUL this show is. Don 't wa tch it. But if you absolutely have to, I recom mend clawing your e yes out and clog ging your ears w ith cem ent before hand.",label_unchanged,,
CHR-GEN-005,imdb-6127,SA,"Very Cliched. Quite corny. Acting gets worse as the show goes on. Don't believe anything that folks say about the ""realism"" that this movie is supposed to portray. It's just a shoot'em up. Interesting twist in that the VC sieging the base were given a human face and weren't portrayed as evil incarnate.",0,"Very C liched. Quite cor ny. Acting gets worse as the sh ow g oes on. Don't believe anything that folks say a bout the "" realism"" that t his movie is supposed to portray. I t's just a shoot 'em up. Interesting twist in that the VC sieging the base were giv en a human face and weren't p ortrayed as evil incarnate.",label_unchanged,,
CHR-GEN-005,imdb-11456,SA,"Cimarron was painful to sit through. Although Irene Dunn does a good job with the heavy-handed script, Richard Dix' pompous and overacted role is brutal. The passage of time has not treated the character of Isaiah, as well as other racial and religious notions, well, although the movie is somewhat progressive on the roles of women and the mistreatment of Native Americans. The editing is especially weak. This is, without a doubt, the worst of all the ""best"" pictures.",0,"Cimarron was pa inful to sit th rough. Although Irene D unn d oes a go od job w ith the heavy-handed script, Richard Dix' pompous and overacted ro le is bru tal. The passage of t ime has not treated the character of Isaiah, as well as other racial and religious notions, well, al though the movie is somewhat progressive on the roles of women and the mistreatment of Nati ve Ame ricans. The editing is especially weak. This is, wit hout a doubt, the w orst of all the ""best"" pictures.",label_unchanged,,
CHR-GEN-005,imdb-8981,SA,"This movie is not so good as I thought it would be. There is no story whatsoever, no characters and some dialog would have been nice. The gore effects are good and it gets quite bloody at times but nothing over the top. It starts with an autopsy on a man and when that is over the scene with the girl starts. The music is a classic score and fits the movie very well. They should have made a 90 minutes version in which they could have had some time for character development so we can feel sorry for the person on the autopsy table. And some more info about the morticians would have made this movie far scarier than it is. Don't expect a scary movie but a nice, gory special effects reel.",0,"This movie is not so good as I thou ght it wou ld be. There is no story whatsoever, no characters and some dialog wo uld have b een n ice. The gore effects are go od and it gets quite bloody at times but nothing over the top. It starts wi th an aut opsy on a man and w hen t hat is ov er the scene w ith the girl starts. The m usic is a clas sic score and fits the movie very well. T hey should have ma de a 90 min utes version in which they could have had some time for character devel opment so we can feel sorry for the person on the autopsy table. And some more info about the m orticians would have made this mov ie far scarier than it is. Do n't e xpect a scary movie but a nice, gory special effe cts r eel.",label_unchanged,,
CHR-GEN-005,imdb-12787,SA,"Like some other people wrote, I'm a die-hard mario fan, and I loved this game. <br /><br />This game starts slightly boring, but trust me, it's worth it. As soon as you start, your hooked! The levels are fun and exiting. They will hook you 'till your mind turns to mush. I'm not kidding. This game is also orchestrated, and is beautifully done. <br /><br />To keep this spoiler free, I have to keep my mouth shut about details. But please try this game! It'll be worth it!<br /><br />Story: 9.9 Action: 10.1 (It's that good!) Hardness: 10 Attention Grabber: 10 Average: 10",1,"Like s ome oth er pe ople wrote, I'm a die-ha rd mar io fan, and I loved this game. <br /><br />This game star ts sl ightly boring, but trust me, it 's worth it. As soon as you start, your hooked! The levels are fun and exiting. They will ho ok you ' till your mind t urns to mu sh. I'm not kidding. Th is ga me is also orc hestrated, and is beautifully done. <br /><br />To keep t his spoiler free, I have to ke ep my mouth shut about details. But please try this game! It'll be w orth i t!<br /><br />Story: 9.9 Action: 10.1 (I t's that good!) Hardness: 10 Attention Grabber: 10 A verage: 10",label_unchanged,,
CHR-GEN-005,imdb-19886,SA,"This is one of a very few movies with terrific acting, wonderful story line and worthwhile to watch. It is about changes in life. It is about how happiness can be found when one is true to oneself. It is about accepting oneself and others. It is about life challenges. It is about coming to term with reality. It is about courage. It is about love. Both actresses are very true to their role. The actresses had very good chemistry between one another in the movie. This is the key of the movie that made the movie. It is rare to see an independent film like this one. One could tell the hard work that the film crew had to have while producing this movie. I wish to see more movie from this producer/writer. See the movie, you will love it.",1,"This is one of a very few movies w ith terr ific acting, wonderful story line and worthwhile to watch. It is abo ut cha nges in l ife. It is a bout how happiness can be found wh en one is true to oneself. It is about accepting oneself and others. It is about life challe nges. It is ab out co ming to t erm with rea lity. It is about courage. It is a bout l ove. Both actresses are very true to their ro le. The actresses had very g ood che mistry between one another in the movie. This is the key of the movie that made the movie. It is ra re to see an independent film like this one. One could tell the hard work that the fi lm crew had to have while produci ng t his movie. I wi sh to see more movie from this producer/writer. See the mov ie, you w ill love it.",label_unchanged,,
CHR-GEN-005,imdb-1010,SA,"The story starts off in the home of a little girl who is going to have a Birthday Party and both the mother and father seemed to act rather quiet and reserved with each other. They proceed to give their daughter her present which is from both of them and it stuck me funny the expressions on the two parents faces as they gave their child this gift, it was almost like, 'I hope she likes it'! There is a killing in the film and Catherine Mary Stewart,(Julia Kerbridge),""Reaper"",2000, gets involved with the case because of family ties. Julia is working hard to become a doctor and this particular murder disrupts her entire life. Rob Lowe, (Kevin Finney),""View From The Top"",03 is a next door neighbor in the same apartment dwelling as Julia and he eventually goes to bed with her and tries to help her in other ways. This is not a bad film, but it is certainly nothing to go crazy about, unless you like a film location in Canada and a good looking Catherine Mary Stewart, a native from Canada.",0,"The story starts off in the home of a l ittle g irl who is going to have a Birthday Party and both the mother and fath er seemed to act rat her qu iet and reserved with e ach other. They proceed to give their daughter her present w hich is from bo th of t hem and it s tuck me funny the express ions on the two parents faces as they g ave their child this gift, it was almost like, 'I hope she likes it'! There is a killing in the film and Catherine Mary Stewart,(Julia Kerbridge),""Reaper"",2000, gets involved wi th the ca se because of family ti es. Julia is working hard to become a doctor and this p articular murder disrupts her entire life. Rob Lo we, (Kevin Finney),"" View From The Top"",03 is a next d oor neighbor in the sa me apartment dwelling as Julia and he ev entually goes to bed with her and tries to help her in oth er ways. This is not a bad fi lm, but it is certainly nothing to go cra zy abo ut, unl ess you l ike a film location in C anada and a good l ooking Catherine M ary Ste wart, a n ative from Canada.",label_unchanged,,
CHR-GEN-005,imdb-1711,SA,I recently waisted 8  by going and see this movie in the cinema. It was a waste of time and the only feeling you get going out of the theater is a slightly nauseous of all the disgusting social pornography. <br /><br />It could have been interesting if it had a quite absurd twist but it hadn't so it was just plain awful with maybe one or two scenes which could have been taken out and made to very nice short movies.<br /><br />Another thing I thought about is the way the director uses all the Finish stereotypes as characters. It is quite extraordinary how you as a Finish director can make a movie with the worst stereotypes of your own nationality. It was sad to sit and and hear the audience sitting and laughing at things that they thought was typical Finish but in general just is making fun of people.,0,I recently waist ed 8  by going and see th is m ovie in the cinema. It was a waste of time and the only feeling you get going out of the thea ter is a sligh tly nau seous of all the d isgusting social pornography. <br / ><br />It could have been interesting if it had a quite absurd twist but it hadn't so it was ju st pl ain aw ful with m aybe one or two sc enes which could ha ve been taken out and m ade to very nice s hort movies.<br /><br />An other t hing I thought about is the way the director uses all the Finish stereotypes as characters. It is quite extrao rdinary how you as a Finish director can make a movie with the worst stereotypes of your own nationality. It was sad to sit and and hear the audience sitting and laughing at things th at th ey thought was typical Finish but in general j ust is maki ng fun of people.,label_unchanged,,
CHR-GEN-005,imdb-1279,SA,"I had never heard of this film until it came to DVD. I was immediately intrigued by everything about it: the actors, the title, the cover, and especially the author. Arthur Miller, you can't go wrong with him, can you? Yep. I haven't read the novel, but I'm going to guess it was a lot better than the film. I had high hopes for this movie. I love Macy and Dern, and it looked interesting. Unfortunately, this film never really rises above cookie-cutter messages about racism and bigotry. If you've never seen any other films that deal with this subject, or if you never knew that America was founded on bigotry, then maybe this film will wow you. Others will probably find it predictable, stale, and overall bland.",0,"I had never hea rd of this fi lm u ntil it came to DVD. I was immediately intrigued by everything about it: the actors, the ti tle, the cov er, and espec ially the a uthor. Arthur Miller, you c an't go wrong with him, can you? Yep. I haven't read the novel, but I'm going to guess it was a lot better than the fi lm. I had hi gh ho pes for this m ovie. I l ove Macy and Dern, and it loo ked interesting. Unfortunately, t his film never r eally rises above cookie- cutter m essages about racism and bigotry. If you've never seen any other films th at deal with this subject, or if you never knew that America was founded on bigotry, then maybe this film wi ll wow you. Oth ers will probably find it predictable, s tale, and over all bland.",label_unchanged,,
CHR-GEN-005,imdb-1513,SA,"Dee Snider is the villain in this movie and his bad acting and overacting kind of ruined it for me. The whole movie just seemed to take itself too seriously. It tries to achieve the dark atmosphere of ""Seven"" without the good acting. The movie highlights the urban industrial rock / tattoo / body art ""subculture"" and expects us to be impressed (scared?) by the size of a guy's nose ring. I'm not a expert on movies but the script and acting in this movie are just awful. Dee Snider looks the part of the villain but his acing is downright horrid. I recommend not wasting the time on this one unless nothing else is available.",0,"Dee Snider is the v illain in t his movie and his bad acting and over acting k ind of ru ined it for me. The who le movie just seemed to take itself too seriou sly. It tri es to achieve the da rk atmosphere of ""Seven"" without the good acting. The movie highlights the urban industrial r ock / tattoo / body art ""subculture"" and expects us to be impressed (scared?) by the si ze of a guy's nose ri ng. I'm not a expert on movies but the s cript and acting in this m ovie are just awful. Dee Snider loo ks the part of the villain but his acing is downright horr id. I recommend not wasting the time on this one unl ess not hing else is available.",label_unchanged,,
CHR-GEN-005,imdb-10939,SA,"Great premise, poor execution. Cast of great actors is watered down into a poorly written, poorly directed, poorly edited, waste of film. Only redeeming quality is the numerous shots of the food.<br /><br />Joan Chen, Mercedes Ruehl, Kyra Sedgwick, and Alfre Woodard should fire their agents.",0,"Great p remise, poor execu tion. Cast of great actors is wate red d own into a poorly written, poorly directed, p oorly e dited, waste of f ilm. Only redeeming quality is the nu merous shots of the food. <br /><br />Joan Chen, Mercedes Ruehl, Kyra Sedgw ick, and Alfre Woodard should f ire their agents.",label_unchanged,,
CHR-GEN-005,imdb-19749,SA,"I think it was François Truffaut who said that the best movies either involve the joy of making movies, or the agony of making movies. This flick is definitely of the first type. Tromeo and Juliet is a pleasure to watch from start to finish. The zany zeal fuelling this Shakespearian shenanigan is infective. I don't think I've laughed so hard since I saw Monty Python and the Holy Grail. It's that good!",1,"I think it was Fr ançois Tr uffaut who said that the b est mo vies eith er in volve the joy of making movies, or the agony of making movies. Th is fli ck is definitely of the fi rst type. Tromeo and Juliet is a pleasure to watch from start to finish. The zany z eal fuelling this Shakespearian shenanigan is infective. I don't t hink I've laug hed so hard since I saw Monty Pyt hon and the Holy Grail. It 's that good!",label_unchanged,,
CHR-GEN-005,imdb-6865,SA,"I would ward off any temptation to view this movie, it is quite simply dull. The characters are predictable and mindless. The assassin is quite unenigmatic. There is no tension, fun, no style or even a glimmer of originality to be found in this train wreck. And the morass of Hollywood cliché's are stifling. Oh, and you have a movie that makes a hero of an IRA terrorist. Cute. And now I need to speak some more to fill up the ten lines. And a little bit more Is that enough? Not quite, how about now? No, well further confabulation should do the trick, but The Jackal is really not worth ten lines of exposition. The original was great though.",0,"I would w ard off any temp tation to view this m ovie, it is qui te s imply d ull. The characters are predictable and mindless. The assassin is quite unenigmat ic. Th ere is no tension, fun, no s tyle or even a glimmer of originality to be found in this train wreck. And the morass of Hollywood clic hé's are stifling. Oh, and you have a movie that makes a hero of an IRA terro rist. Cute. And now I need to sp eak some more to f ill up the ten lines. And a little bit m ore Is that enough? Not quite, how abo ut now? No, well further confabulation should do the tr ick, but The Jackal is really not worth ten lines of exposi tion. The ori ginal was great though.",label_unchanged,,
